Date,DataSource,Steps,Calories,Distance(meters),ActiveTime(seconds)
2024-07-11,苹果健康,1933.0,41.6,1244.0,0.0
2024-07-12,苹果健康,6571.0,557.8,4567.0,0.0
2024-07-13,苹果健康,28185.0,1498.0,19610.0,0.0
2024-07-14,苹果健康,14087.0,531.3,9168.0,0.0
2024-07-15,苹果健康,5413.0,482.1,3637.0,0.0
2024-07-16,苹果健康,1829.0,42.3,1229.0,0.0
2024-07-17,苹果健康,4690.0,456.7,3321.0,0.0
2024-07-18,苹果健康,7649.0,646.0,5322.0,0.0
2024-07-19,苹果健康,12839.0,813.8,9174.0,0.0
2024-07-20,苹果健康,5966.0,131.2,3917.0,0.0
2024-07-21,苹果健康,8328.0,172.9,5150.0,0.0
2024-07-22,苹果健康,6221.0,398.4,4336.0,0.0
2024-07-23,苹果健康,7378.0,696.8,5068.0,0.0
2024-07-24,苹果健康,5853.0,593.8,4009.0,0.0
2024-07-25,苹果健康,7711.0,563.1,5198.0,0.0
2024-07-26,苹果健康,7968.0,586.1,5426.0,0.0
2024-07-27,苹果健康,6220.0,144.6,4204.0,0.0
2024-07-28,苹果健康,5989.0,131.6,3836.0,0.0
2024-07-29,苹果健康,15187.0,808.2,10198.0,0.0
2024-07-30,苹果健康,6826.0,586.2,4797.0,0.0
2024-07-31,苹果健康,11806.0,725.9,8309.0,0.0
2024-08-01,苹果健康,2461.0,63.5,1732.0,0.0
2024-08-02,苹果健康,7066.0,195.2,5007.0,0.0
2024-08-03,苹果健康,6091.0,137.6,4018.0,0.0
2024-08-04,苹果健康,11503.0,615.3,7618.0,0.0
2024-08-05,苹果健康,7888.0,694.0,5404.0,0.0
2024-08-06,苹果健康,9137.0,684.5,6241.0,0.0
2024-08-07,苹果健康,7174.0,541.8,5021.0,0.0
2024-08-08,苹果健康,9823.0,657.6,6809.0,0.0
2024-08-09,苹果健康,7726.0,588.5,5336.0,0.0
2024-08-10,苹果健康,8024.0,216.0,5516.0,0.0
2024-08-11,苹果健康,9148.0,223.1,6179.0,0.0
2024-08-12,苹果健康,6059.0,496.9,4143.0,0.0
2024-08-13,苹果健康,7364.0,601.2,5078.0,0.0
2024-08-14,苹果健康,6795.0,627.0,4677.0,0.0
2024-08-15,苹果健康,6497.0,181.9,4081.0,0.0
2024-08-16,苹果健康,13278.0,771.8,9036.0,0.0
2024-08-17,苹果健康,6377.0,159.4,4250.0,0.0
2024-08-18,苹果健康,5751.0,149.7,3878.0,0.0
2024-08-19,苹果健康,6757.0,636.0,4613.0,0.0
2024-08-20,苹果健康,5100.0,253.5,3561.0,0.0
2024-08-21,苹果健康,2406.0,56.0,1616.0,0.0
2024-08-22,苹果健康,4941.0,362.8,3391.0,0.0
2024-08-23,苹果健康,9036.0,303.7,6218.0,0.0
2024-08-24,苹果健康,7665.0,203.6,5205.0,0.0
2024-08-25,苹果健康,3513.0,84.6,2378.0,0.0
2024-08-26,苹果健康,6960.0,192.0,4950.0,0.0
2024-08-27,苹果健康,4432.0,132.0,3282.0,0.0
2024-08-28,苹果健康,1763.0,41.0,1188.0,0.0
2024-08-29,苹果健康,7092.0,391.6,4946.0,0.0
2024-08-30,苹果健康,8067.0,559.8,5482.0,0.0
2024-08-31,苹果健康,11063.0,327.9,7639.0,0.0
2024-09-01,苹果健康,11224.0,285.4,7498.0,0.0
2024-09-02,苹果健康,0.0,0.0,0.0,0.0
2024-09-03,苹果健康,0.0,0.0,0.0,0.0
2024-09-04,苹果健康,0.0,0.0,0.0,0.0
2024-09-05,苹果健康,14207.0,694.1,9885.0,0.0
2024-09-06,苹果健康,9994.0,627.6,6958.0,0.0
2024-09-07,苹果健康,0.0,0.0,0.0,0.0
2024-09-08,苹果健康,5324.0,122.2,3469.0,0.0
2024-09-09,苹果健康,11106.0,775.2,7906.0,0.0
2024-09-10,苹果健康,14535.0,707.0,10116.0,0.0
2024-09-11,苹果健康,12319.0,681.1,8403.0,0.0
2024-09-12,苹果健康,6839.0,555.2,4637.0,0.0
2024-09-13,苹果健康,9618.0,501.2,6560.0,0.0
2024-09-14,苹果健康,2048.0,55.3,1406.0,0.0
2024-09-15,苹果健康,17964.0,418.1,11179.0,0.0
2024-09-16,苹果健康,24037.0,1164.0,15770.0,0.0
2024-09-17,苹果健康,9685.0,205.0,5667.0,0.0
2024-09-18,苹果健康,3099.0,74.4,2145.0,0.0
2024-09-19,苹果健康,9597.0,268.1,6642.0,0.0
2024-09-20,苹果健康,7002.0,196.5,4898.0,0.0
2024-09-21,苹果健康,13824.0,349.9,9035.0,0.0
2024-09-22,苹果健康,8338.0,227.6,5476.0,0.0
2024-09-23,苹果健康,1560.0,32.1,951.0,0.0
2024-09-24,苹果健康,5295.0,134.8,3344.0,0.0
2024-09-25,苹果健康,7844.0,259.6,5576.0,0.0
2024-09-26,苹果健康,2670.0,62.8,1733.0,0.0
2024-09-27,苹果健康,12840.0,354.5,8690.0,0.0
2024-09-28,苹果健康,30448.0,792.8,18964.0,0.0
2024-09-29,苹果健康,9526.0,225.9,5877.0,0.0
2024-09-30,苹果健康,14572.0,440.0,8834.0,0.0
2024-10-01,苹果健康,34352.0,2646.7,19565.0,0.0
2024-10-02,苹果健康,8931.0,228.9,5423.0,0.0
2024-10-03,苹果健康,20235.0,545.0,12618.0,0.0
2024-10-04,苹果健康,20315.0,484.0,11693.0,0.0
2024-10-05,苹果健康,30804.0,2095.2,18214.0,0.0
2024-10-06,苹果健康,3977.0,98.8,2707.0,0.0
2024-10-07,苹果健康,15794.0,394.1,10219.0,0.0
2024-10-08,苹果健康,1563.0,41.3,1101.0,0.0
2024-10-09,苹果健康,2561.0,65.9,1754.0,0.0
2024-10-10,苹果健康,7610.0,186.9,5007.0,0.0
2024-10-11,苹果健康,7224.0,161.6,4499.0,0.0
2024-10-12,苹果健康,9556.0,254.1,6332.0,0.0
2024-10-13,苹果健康,8625.0,200.2,5413.0,0.0
2024-10-14,苹果健康,1536.0,37.3,1027.0,0.0
2024-10-15,苹果健康,1745.0,39.7,1158.0,0.0
2024-10-16,苹果健康,1556.0,34.7,986.0,0.0
2024-10-17,苹果健康,7768.0,233.0,5016.0,0.0
2024-10-18,苹果健康,1873.0,45.8,1248.0,0.0
2024-10-19,苹果健康,9288.0,215.8,5910.0,0.0
2024-10-20,苹果健康,9212.0,206.7,5689.0,0.0
2024-10-21,苹果健康,1689.0,38.4,1121.0,0.0
2024-10-22,苹果健康,1921.0,41.7,1268.0,0.0
2024-10-23,苹果健康,1987.0,42.3,1216.0,0.0
2024-10-24,苹果健康,7794.0,180.4,4837.0,0.0
2024-10-25,苹果健康,1585.0,31.7,985.0,0.0
2024-10-26,苹果健康,6934.0,163.6,4487.0,0.0
2024-10-27,苹果健康,6593.0,172.5,4169.0,0.0
2024-10-28,苹果健康,1783.0,42.4,1136.0,0.0
2024-10-29,苹果健康,7213.0,151.2,4167.0,0.0
2024-10-30,苹果健康,2392.0,52.6,1519.0,0.0
2024-10-31,苹果健康,2500.0,57.0,1612.0,0.0
2024-11-01,苹果健康,1878.0,39.2,1173.0,0.0
2024-11-02,苹果健康,9630.0,216.0,6165.0,0.0
2024-11-03,苹果健康,6558.0,187.4,4090.0,0.0
2024-11-04,苹果健康,1524.0,34.4,982.0,0.0
2024-11-05,苹果健康,2058.0,44.2,1334.0,0.0
2024-11-06,苹果健康,1952.0,38.4,1198.0,0.0
2024-11-07,苹果健康,10211.0,251.3,6634.0,0.0
2024-11-08,苹果健康,2264.0,56.4,1516.0,0.0
2024-11-09,苹果健康,10442.0,267.4,6675.0,0.0
2024-11-10,苹果健康,5770.0,121.6,3554.0,0.0
2024-11-11,苹果健康,4130.0,378.0,2764.0,0.0
2024-11-12,苹果健康,10119.0,330.2,7468.0,0.0
2024-11-13,苹果健康,4728.0,129.7,3024.0,0.0
2024-11-14,苹果健康,2107.0,47.7,1377.0,0.0
2024-11-15,苹果健康,4004.0,335.6,2708.0,0.0
2024-11-16,苹果健康,7112.0,541.9,4701.0,0.0
2024-11-17,苹果健康,6077.0,454.9,3919.0,0.0
2024-11-18,苹果健康,6724.0,756.6,4631.0,0.0
2024-11-19,苹果健康,5939.0,626.3,4046.0,0.0
2024-11-20,苹果健康,4833.0,347.3,3328.0,0.0
2024-11-21,苹果健康,6398.0,566.9,4318.0,0.0
2024-11-22,苹果健康,2327.0,109.3,1519.0,0.0
2024-11-23,苹果健康,8647.0,391.1,5353.0,0.0
2024-11-24,苹果健康,12281.0,439.3,8452.0,0.0
2024-11-25,苹果健康,2094.0,44.3,1340.0,0.0
2024-11-26,苹果健康,7482.0,251.9,5052.0,0.0
2024-11-27,苹果健康,2056.0,48.7,1360.0,0.0
2024-11-28,苹果健康,2180.0,50.4,1393.0,0.0
2024-11-29,苹果健康,1517.0,36.3,983.0,0.0
2024-11-30,苹果健康,8120.0,243.9,5312.0,0.0
2024-12-01,苹果健康,18610.0,621.2,11770.0,0.0
2024-12-02,苹果健康,10373.0,303.3,6577.0,0.0
2024-12-03,苹果健康,7461.0,293.5,5304.0,0.0
2024-12-04,苹果健康,7418.0,277.0,5314.0,8174.0
2024-12-05,苹果健康,6451.0,252.3,4878.0,5804.0
2024-12-06,苹果健康,6093.0,185.5,4312.0,4877.0
2024-12-07,苹果健康,34855.0,971.2,23277.0,23030.0
2024-12-08,苹果健康,4415.0,142.7,2878.0,4335.0
2024-12-09,苹果健康,4183.0,262.4,2706.0,5198.0
2024-12-10,苹果健康,4303.0,135.3,2806.0,5020.0
2024-12-11,苹果健康,8725.0,254.0,5725.0,9227.0
2024-12-12,苹果健康,5898.0,182.1,3642.0,5991.0
2024-12-13,苹果健康,2107.0,40.3,1232.0,1722.0
2024-12-14,苹果健康,111.0,0.7,69.0,28.0
2024-12-15,苹果健康,90.0,0.4,61.0,18.0
2024-12-16,苹果健康,1491.0,26.2,884.0,1116.0
2024-12-17,苹果健康,1141.0,28.9,631.0,1232.0
2024-12-18,苹果健康,17262.0,369.9,9269.0,11782.0
2024-12-19,苹果健康,5614.0,140.1,3658.0,5289.0
2024-12-20,苹果健康,22051.0,527.1,13930.0,16942.0
2024-12-21,苹果健康,6769.0,147.5,4206.0,6308.0
2024-12-22,苹果健康,6032.0,135.6,3803.0,5788.0
2024-12-23,苹果健康,3928.0,123.3,2485.0,5059.0
2024-12-24,苹果健康,2357.0,49.5,1515.0,2107.0
2024-12-25,苹果健康,5976.0,142.4,3740.0,5602.0
2024-12-26,苹果健康,6363.0,155.5,4092.0,5791.0
2024-12-27,苹果健康,2735.0,88.3,1669.0,2835.0
2024-12-28,苹果健康,4710.0,148.2,3193.0,4471.0
2024-12-29,苹果健康,4100.0,124.5,2625.0,2340.0
2024-12-30,苹果健康,7210.0,221.2,4681.0,3900.0
2024-12-31,苹果健康,13754.0,442.7,8887.0,8400.0
2025-01-01,苹果健康,5779.0,159.2,3335.0,2880.0
2025-01-02,苹果健康,9856.0,313.3,6426.0,5940.0
2025-01-03,苹果健康,986.0,21.0,631.0,940.0
