id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3777886344,非暴力沟通,作为一个遵纪守法的好人，也许我们从来没有想过和“暴力”扯上关系。不过如果稍微留意一下现实生活中的谈话方式，并且用心体会各种谈话方式给我们的不同感受，我们一定会发现，有些话的确伤人！言语上的指责、嘲讽、否定、说教以及任意打断、拒不回应、随意出口的评价和结论给我们带来的情感和精神上的创伤，甚至比肉体的伤害更加令人痛苦。这些无心或有意的语言暴力让人与人变得冷漠、隔阂、敌视,https://img1.doubanio.com/view/subject/l/public/s9346487.jpg,2009-1,https://book.douban.com/subject/3533221/,8.4,,5,,个人成长,2023-05-06 14:12:37,[美] 马歇尔·卢森堡 / 2009 / 华夏出版社
