Date,BodyMass,BodyMassIndex,DistanceWalkingRunning,StepCount,FlightsClimbed,ActiveEnergyBurned,HeartRate
2024-10-05,,,18.1,30625,367,2085.2,92
2024-10-06,,,2.7,3977,,98.8,
2024-10-07,,,10.2,15794,3,394.1,
2024-10-08,,,1.1,1563,,41.3,
2024-10-09,,,1.8,2561,,65.9,
2024-10-10,,,5.0,7610,,186.9,
2024-10-11,,,4.5,7225,,161.6,
2024-10-12,,,6.3,9556,2,254.1,
2024-10-13,,,5.4,8625,1,200.2,
2024-10-14,,,1.0,1536,,37.3,
2024-10-15,,,1.2,1745,,39.7,
2024-10-16,,,1.0,1556,,34.7,
2024-10-17,,,5.0,7768,2,233.0,
2024-10-18,,,1.2,1873,,45.8,
2024-10-19,,,5.9,9288,2,215.8,
2024-10-20,,,5.7,9212,,206.7,
2024-10-21,,,1.1,1689,,38.4,
2024-10-22,,,1.3,1921,,41.7,
2024-10-23,,,1.2,1987,,42.3,
2024-10-24,,,4.8,7794,,180.4,
2024-10-25,,,1.0,1585,,31.7,
2024-10-26,,,4.5,6934,,163.6,
2024-10-27,,,4.2,6593,10,172.5,
2024-10-28,,,1.1,1783,,42.4,
2024-10-29,,,4.2,7213,,151.2,
2024-10-30,,,1.5,2392,,52.6,
2024-10-31,,,1.6,2500,,57.0,
2024-11-01,,,1.2,1878,,39.2,
2024-11-02,,,6.2,9630,6,216.0,
2024-11-03,,,4.1,6558,23,187.4,
2024-11-04,,,1.0,1524,,34.4,
2024-11-05,,,1.3,2058,,44.2,
2024-11-06,,,1.2,1952,,38.4,
2024-11-07,,,6.6,10211,,251.3,
2024-11-08,,,1.5,2264,,56.4,
2024-11-09,,,6.7,10442,1,267.4,
2024-11-10,,,3.6,5770,,121.6,
2024-11-11,,,2.8,4130,79,378.0,
2024-11-12,,,7.5,10119,4,330.2,
2024-11-13,,,3.0,4728,3,129.7,
2024-11-14,,,1.4,2107,,47.7,
2024-11-15,,,2.7,4004,71,335.6,
2024-11-16,,,4.7,7112,116,541.9,
2024-11-17,,,3.9,6077,91,454.9,
2024-11-18,,,4.6,6724,166,756.6,
2024-11-19,,,4.0,5939,138,626.3,
2024-11-20,,,3.3,4833,65,347.3,
2024-11-21,,,4.3,6398,128,566.9,
2024-11-22,,,1.5,2327,18,109.3,
2024-11-23,,,5.4,8647,65,391.1,
2024-11-24,,,8.5,12281,10,439.3,
2024-11-25,,,1.3,2094,,44.4,
2024-11-26,,,5.1,7482,10,251.9,
2024-11-27,,,1.4,2056,,48.7,
2024-11-28,,,1.4,2180,,50.4,
2024-11-29,,,1.0,1517,,36.3,
2024-11-30,,,5.3,8120,6,243.9,
2024-12-01,,,11.8,18610,33,621.2,
2024-12-02,,,6.6,10373,7,303.3,
2024-12-03,,,5.3,7462,9,293.5,
2024-12-04,,,5.3,7418,13,277.0,
2024-12-05,,,7.9,6451,,503.1,
2024-12-06,,,4.3,6093,5,185.5,
2024-12-07,,,42.3,34855,2,2519.1,
2024-12-08,,,2.9,4415,10,142.7,
2024-12-09,,,2.7,4183,51,262.4,
2024-12-10,,,2.8,4303,11,135.3,
2024-12-11,,,5.7,8725,10,254.0,
2024-12-12,,,3.6,5898,12,182.1,
2024-12-13,,,1.2,2107,,40.3,
2024-12-14,,,0.1,111,,0.7,
2024-12-15,,,0.1,90,,0.4,
2024-12-16,,,0.9,1491,,26.2,
2024-12-17,,,0.6,1141,,28.9,
2024-12-18,,,9.3,17262,6,369.9,
2024-12-19,,,3.7,5614,2,140.1,
2024-12-20,,,13.9,22051,5,527.1,
2024-12-21,,,4.2,6769,,147.5,
2024-12-22,,,3.8,6032,2,135.6,
2024-12-23,,,2.5,3928,10,123.3,
2024-12-24,,,1.5,2357,,49.5,
2024-12-25,,,3.7,5976,,142.4,
2024-12-26,,,4.1,6363,2,155.5,
2024-12-27,,,1.7,2735,9,88.3,
2024-12-28,,,3.2,4712,,130.3,
2024-12-29,,,2.6,4087,,92.5,
2024-12-30,,,4.7,7224,1,188.8,
2024-12-31,,,8.9,13740,4,358.3,
2025-01-01,,,3.3,5779,1,110.5,
2025-01-02,,,6.4,9856,,251.7,
2025-01-03,,,1.2,1875,,37.7,
2025-01-04,69.7,,3.5,5526,,121.0,
2025-01-05,69.8,,1.2,1871,,35.7,
2025-01-06,69.4,,2.0,3099,33,170.9,
2025-01-07,,,2.1,3301,33,176.1,
2025-01-08,,,1.2,1863,,40.6,
2025-01-09,,,1.1,1826,,35.8,
2025-01-10,,,1.2,1810,,38.6,
2025-01-11,,,4.3,6834,4,154.5,
2025-01-12,70.2,,3.0,4449,,108.7,
2025-01-13,69.8,,0.8,1308,,27.9,
2025-01-14,,,1.9,2845,1,66.1,
2025-01-15,,,1.2,1863,,41.5,
2025-01-16,,,1.8,2917,,57.9,
2025-01-17,,,1.6,2428,,52.1,
2025-01-18,70.8,,7.1,10852,2,274.8,
2025-01-19,,,4.5,7374,2,164.9,
2025-01-20,,,1.1,1733,,35.5,
2025-01-21,,,5.7,8373,,209.6,
2025-01-22,,,1.8,2598,,67.0,
2025-01-23,,,1.5,2252,,48.7,
2025-01-24,,,0.2,325,,5.2,
2025-01-25,,,0.7,1159,,22.6,
2025-01-26,70.5,,4.1,7196,5,149.1,
2025-01-27,68.7,,1.8,3224,,54.1,
2025-01-28,,,5.2,8405,,163.4,
2025-01-29,,,5.3,8637,,160.2,
2025-01-30,,,2.1,3714,,57.3,
2025-01-31,,,4.2,7064,1,139.3,
2025-02-01,,,1.7,2782,,49.8,
2025-02-02,,,4.0,6639,6,142.8,
2025-02-03,,,3.4,6007,2,124.2,
2025-02-04,,,3.4,5775,1,105.8,
2025-02-05,,,1.9,3304,,54.4,
2025-02-06,,,2.2,3614,,77.7,
2025-02-07,,,1.4,2207,1,49.5,
2025-02-08,,,2.5,4030,,93.9,
2025-02-09,,,5.2,8364,5,187.6,
2025-02-10,,,1.6,2524,,50.8,
2025-02-11,,,5.7,8470,,234.9,
2025-02-12,,,3.7,5604,1,162.5,
2025-02-13,,,6.7,9684,1,284.9,
2025-02-14,,,5.9,9049,4,233.6,
2025-02-15,,,7.4,12531,3,292.3,
2025-02-16,,,13.1,20541,24,571.5,
2025-02-17,,,5.7,9116,5,249.1,
2025-02-18,,,2.9,4251,,115.1,
2025-02-19,,,1.2,1821,,39.7,
2025-02-20,,,2.4,3551,54,254.0,
2025-02-21,,,1.1,1647,,33.0,
2025-02-22,,,3.5,5805,,113.6,
2025-02-23,,,12.2,20897,7,444.4,
2025-02-24,,,1.4,2273,2,55.0,
2025-02-25,,,2.7,3868,,94.5,
2025-02-26,,,3.4,5432,,127.8,
2025-02-27,,,1.4,2176,,47.4,
2025-02-28,,,1.0,1459,,31.3,
2025-03-01,,,5.4,7004,,218.2,
2025-03-02,,,10.9,9667,2,512.8,
2025-03-03,,,1.4,2192,,54.5,61
2025-03-04,,,2.3,3465,49,243.9,58
2025-03-05,,,27.8,16976,38,1810.8,75
2025-03-06,71.0,,10.3,12676,,519.1,59
2025-03-07,70.3,,1.1,1616,,34.6,
2025-03-08,,,10.5,11579,15,524.9,63
2025-03-09,,,29.2,30284,273,2470.3,91
2025-03-10,,,9.4,14659,8,434.2,
2025-03-11,72.4,,1.1,1789,,36.7,
2025-03-12,71.8,,1.4,2134,,49.7,
2025-03-13,,,1.0,1520,,34.7,
2025-03-14,,,7.7,7287,3,435.0,
2025-03-15,,,3.0,2885,,163.0,
2025-03-16,,,10.9,11283,8,573.6,
2025-03-17,,,0.9,1424,,35.5,
2025-03-18,,,1.2,1836,,41.7,
2025-03-19,,,1.3,1976,,48.3,
2025-03-20,,,1.4,2011,,61.5,
2025-03-21,,,1.2,1880,,47.1,
2025-03-22,,,18.3,19759,75,1108.5,
2025-03-23,,,2.5,4322,,78.0,
2025-03-24,,,1.1,1712,,42.4,
2025-03-25,,,4.7,8193,,170.2,
2025-03-26,,,6.5,9725,,247.5,
2025-03-27,,,1.4,2017,1,52.3,
2025-03-28,,,1.1,1676,,42.4,
2025-03-29,,,3.8,5601,,147.9,
2025-03-30,,,9.6,14283,2,451.2,
2025-03-31,,,2.1,3296,,78.5,
2025-04-01,,,4.7,8195,,175.5,
2025-04-02,,,1.6,2403,,57.3,
2025-04-03,,,1.1,1747,,46.0,
2025-04-04,,,7.2,8637,,316.4,
2025-04-05,,,13.7,23947,164,2020.8,
2025-04-06,,,16.3,17894,2,720.0,
2025-04-07,70.4,,31.4,29296,11,1561.4,
2025-04-08,,,4.1,4007,1,188.3,
2025-04-09,,,1.5,2330,,49.1,
2025-04-10,,,1.3,2051,,44.7,
2025-04-11,,,1.3,1988,,46.5,
2025-04-12,,,2.3,3741,1,72.3,
2025-04-13,,,6.6,10679,2,250.6,
2025-04-14,,,2.6,3950,1,95.4,
2025-04-15,,,1.7,2513,,55.9,
2025-04-16,,,2.3,3594,,78.9,
2025-04-17,,,2.4,3530,,92.7,
2025-04-18,,,1.6,2427,,61.3,
2025-04-19,,,2.3,3477,,81.7,
2025-04-20,,,2.2,3455,,74.9,
2025-04-21,,,1.5,2249,,56.6,
2025-04-22,,,4.9,5201,,222.2,
2025-04-23,,,1.4,2154,,43.7,
2025-04-24,,,2.0,2958,,76.6,
2025-04-25,,,1.3,2088,4,48.2,
2025-04-26,,,5.7,8683,,217.0,
2025-04-27,,,5.9,8884,6,311.5,
2025-04-28,,,1.0,1519,,31.1,
2025-04-29,,,2.2,3249,,73.3,
2025-04-30,,,3.3,4975,1,126.4,
2025-05-01,,,5.4,9342,,186.3,
2025-05-02,,,3.6,6918,,128.3,
2025-05-03,,,2.5,4881,,89.0,
2025-05-04,,,2.0,3153,,75.4,
2025-05-05,,,2.3,3632,,75.2,
2025-05-06,,,1.0,1443,,35.0,
2025-05-07,,,1.4,2034,,47.1,
2025-05-08,,,1.8,2716,,63.4,
2025-05-09,,,2.0,2880,,80.5,
2025-05-10,,,4.4,6735,1,142.8,
2025-05-11,,,3.1,5137,,89.6,
2025-05-12,,,1.4,2150,,50.8,
2025-05-13,,,4.9,5765,3,215.1,
2025-05-14,,,2.1,3144,2,91.9,
2025-05-15,,,1.6,2413,,54.8,
2025-05-16,,,4.8,6572,1,224.3,
2025-05-17,,,8.0,11048,6,350.8,
2025-05-18,,,12.2,13948,4,535.8,
2025-05-19,,,3.8,5861,1,144.5,
2025-05-20,,,3.8,5827,3,152.6,
2025-05-21,,,3.0,4270,,112.5,
2025-05-22,,,1.3,1963,1,44.3,
2025-05-23,,,3.9,4719,,169.2,
2025-05-24,,,4.7,6461,,194.9,
2025-05-25,,,2.3,3792,,63.9,
2025-05-26,,,1.8,2533,3,122.9,
2025-05-27,,,1.0,1665,,36.5,
2025-05-28,,,1.8,2729,,64.0,
2025-05-29,,,1.3,1942,,45.6,
2025-05-30,,,1.2,1838,,44.1,
2025-05-31,,,2.8,4235,,99.1,
2025-06-01,,,0.2,381,,6.5,
2025-06-02,,,5.0,5728,,201.7,
2025-06-03,,,4.8,5347,,222.5,
2025-06-04,,,10.3,9455,5,593.8,
2025-06-05,,,1.7,2583,8,107.9,
2025-06-06,,,3.4,3406,,150.3,
2025-06-07,,,3.4,5485,1,130.3,
2025-06-08,,,1.1,1802,,36.9,
2025-06-09,,,11.9,11048,2,726.9,
2025-06-10,,,6.6,8107,,313.8,
2025-06-11,,,3.5,3471,,183.2,
2025-06-12,,,2.0,3161,,62.9,
2025-06-13,,,1.6,2481,,53.1,
2025-06-14,,,8.1,10440,,388.5,
2025-06-15,,,7.4,11444,5,296.2,
2025-06-16,,,1.8,2801,,65.4,
2025-06-17,,,1.9,2973,,61.1,
2025-06-18,,,1.7,2758,,60.7,
2025-06-19,,,1.3,1993,,48.7,
2025-06-20,,,1.3,2010,,46.8,
2025-06-21,,,5.8,9043,18,340.0,
2025-06-22,,,5.1,7872,,178.8,
2025-06-23,,,4.7,7301,,170.7,
2025-06-24,,,3.6,5474,2,134.9,
2025-06-25,,,4.8,7101,1,172.3,
2025-06-26,,,2.2,3361,,73.0,
2025-06-27,,,1.5,2527,,45.4,
2025-06-28,,,2.1,3528,,66.9,
2025-06-29,,,6.5,10037,1,254.7,
2025-06-30,,,1.0,1649,,31.6,
2025-07-01,,,1.2,1767,,37.8,
2025-07-02,,,1.3,2104,,42.1,
2025-07-03,,,1.5,2278,,47.1,
2025-07-04,,,1.9,2880,,60.8,
2025-07-05,,,3.4,5171,3,122.0,
2025-07-06,,,1.1,1814,4,41.1,
2025-07-07,,,0.8,1316,,28.9,
2025-07-08,,,1.5,2273,1,56.5,
2025-07-09,,,1.2,1863,,38.3,
2025-07-10,,,4.2,4686,9,247.5,
2025-07-11,,,2.9,4304,,107.4,
2025-07-12,,,20.6,19075,1,1085.1,
2025-07-13,,,7.5,10007,,302.7,
2025-07-14,,,11.3,10014,,657.4,70
2025-07-15,,,6.3,9213,,276.1,76
2025-07-16,,,1.1,1684,,37.5,
2025-07-17,,,1.1,1794,,35.4,
2025-07-18,,,1.8,2689,,62.9,
2025-07-19,,,5.8,8567,1,218.5,
2025-07-20,,,1.5,2267,,53.1,
2025-07-21,,,1.4,2114,,47.6,
2025-07-22,,,2.4,3527,,84.9,
2025-07-23,,,1.8,2771,1,68.8,
2025-07-24,,,2.1,3101,,78.8,
2025-07-25,,,3.7,5760,3,173.7,
2025-07-26,,,1.8,3047,2,64.4,
2025-07-27,,,3.8,6515,,129.8,
2025-07-28,,,0.8,1264,,27.4,
2025-07-29,,,1.0,1505,,34.2,
2025-07-30,,,1.3,1996,,44.7,
2025-07-31,,,1.8,2744,,59.5,
2025-08-01,,,1.3,2114,,40.4,
2025-08-02,,,4.8,6254,,189.6,
2025-08-03,,,5.6,9068,,206.9,
2025-08-04,,,1.7,2805,,53.1,
2025-08-05,,,1.2,1903,,41.7,
2025-08-06,,,2.2,3166,1,70.7,
2025-08-07,,,1.6,2352,1,51.4,
2025-08-08,,,2.0,3068,1,79.7,
2025-08-09,,,3.2,5015,,115.5,
2025-08-10,,,10.2,9364,1,500.3,
2025-08-11,,,1.5,2454,,51.7,
2025-08-12,,,1.5,2471,,45.8,
2025-08-13,,,2.4,3586,,90.3,
2025-08-14,,,1.6,2498,,61.3,
2025-08-15,,,1.5,2048,,53.1,
2025-08-16,,,4.3,6311,2,159.7,
2025-08-17,,,3.2,4034,,159.7,
2025-08-18,,,5.4,4697,1,252.2,
2025-08-19,,,1.9,2938,,61.5,
2025-08-20,,,1.5,2240,,59.2,
2025-08-21,,,8.6,9617,9,429.4,
2025-08-22,,,2.5,3908,,88.3,
2025-08-23,,,6.2,9083,1,235.1,
2025-08-24,,,4.1,6206,,147.7,
2025-08-25,,,1.6,2329,,61.2,
2025-08-26,,,1.9,2789,,75.0,
2025-08-27,,,1.8,2708,,60.2,
2025-08-28,,,1.1,1723,,39.8,
2025-08-29,,,4.8,7613,,154.0,
2025-08-30,,,3.4,5365,1,126.0,
2025-08-31,,,3.2,5092,,100.8,
2025-09-01,,,1.3,1892,,39.5,
2025-09-02,,,1.3,1866,,47.8,
2025-09-03,,,3.1,4482,1,124.2,
2025-09-04,,,1.3,2037,,45.7,
2025-09-05,,,1.6,2512,,55.7,
2025-09-06,,,4.3,6677,,175.1,
2025-09-07,,,6.6,9076,2,285.6,
2025-09-08,,,1.0,1510,,31.7,
2025-09-09,,,1.8,2846,1,68.5,
2025-09-10,,,1.2,1793,,42.9,
2025-09-11,,,2.1,3290,,84.7,
2025-09-12,,,1.0,1467,1,37.4,
2025-09-13,,,8.4,13031,4,337.4,
2025-09-14,,,3.2,4734,1,127.1,
2025-09-15,,,1.1,1769,,32.9,
2025-09-16,,,2.2,3398,,81.2,
2025-09-17,,,7.7,11124,6,317.0,
2025-09-18,,,4.4,6275,5,181.5,
2025-09-19,,,3.2,4540,2,125.4,
2025-09-20,,,7.9,11420,16,337.7,
2025-09-21,,,5.2,7829,18,236.0,
2025-09-22,,,2.6,3982,,81.4,
2025-09-23,,,1.9,2867,,66.2,
2025-09-24,,,2.1,2912,,79.0,
2025-09-25,,,2.2,3220,,83.3,
2025-09-26,,,2.2,3243,,78.1,
2025-09-27,,,4.4,6570,1,169.7,
2025-09-28,,,2.5,3867,,93.4,
2025-09-29,,,1.7,2609,,42.1,
2025-09-30,,,2.3,3509,,86.1,
2025-10-01,,,3.7,5463,2,144.6,
2025-10-02,,,2.8,3960,1,123.0,
2025-10-03,,,3.2,4645,,131.9,
2025-10-04,,,6.4,9627,,247.6,
2025-10-05,,,2.1,3064,,76.1,
2025-10-06,,,3.5,5189,,131.8,
2025-10-07,,,4.5,6775,1,180.2,
2025-10-08,,,3.8,5803,,139.6,
2025-10-09,,,2.9,4373,,114.1,
2025-10-10,,,2.9,4194,,121.2,
2025-10-11,,,2.2,3188,3,94.6,
2025-10-12,,,4.3,7137,,149.1,
2025-10-13,,,1.8,2589,,64.7,
2025-10-14,,,3.3,4995,5,138.7,
2025-10-15,,,1.0,1505,,41.8,
2025-10-16,,,1.2,1860,,41.9,
2025-10-17,,,1.5,2191,,60.4,
2025-10-18,,,2.3,3770,,73.5,
2025-10-19,,,5.0,7652,1,184.7,
2025-10-20,,,1.2,1942,,41.7,
2025-10-21,,,3.7,5595,6,167.9,
2025-10-22,,,1.6,2590,,62.0,
2025-10-23,,,3.1,4789,2,127.6,
2025-10-24,,,3.2,4697,2,128.8,
2025-10-25,,,5.8,8975,2,229.8,
2025-10-26,,,3.9,6184,3,145.6,
2025-10-27,,,2.3,3585,6,95.9,
2025-10-28,,,5.3,7792,5,235.3,
2025-10-29,,,3.1,4695,,117.2,
2025-10-30,,,1.7,2606,,58.3,
2025-10-31,,,1.2,1902,,41.9,
2025-11-01,,,2.6,3983,,94.4,
2025-11-02,,,5.6,8598,2,196.2,
2025-11-03,,,2.0,3171,,79.6,
2025-11-04,,,3.3,5067,,127.0,
2025-11-05,,,1.5,2349,,51.9,
2025-11-06,,,2.1,3328,,79.3,
2025-11-07,,,4.4,6443,1,175.9,
2025-11-08,,,4.5,6987,,167.3,
2025-11-09,,,6.3,10485,2,234.8,
2025-11-10,,,1.2,1965,,42.1,
2025-11-11,,,1.9,3064,,84.5,
